split,region,distance,axis,y_true,y_pred,abs_error
random,in,0.000417,11.815098,0.12639226,0.14538597,0.01899371
random,in,0.000246,5.36415,0.16376404,0.17115355,0.00738951
random,in,0.000176,7.642404,0.19626619,0.19737411,0.00110792
random,in,8.3e-05,8.0101,0.2921611,0.2975403,0.00537919
random,in,1.1e-05,9.625861,0.18153592,0.2045507,0.02301478
random,in,4e-06,9.994785,0.35609357,0.37506095,0.01896737
random,in,0.000107,5.87258,0.24313189,0.25040912,0.00727723
random,in,0.000323,5.740738,0.3628858,0.34773098,0.01515482
random,in,2e-06,9.026045,0.22430254,0.21794944,0.0063531
random,in,4.5e-05,10.057314,0.3494153,0.34203843,0.00737687
random,in,1.9e-05,9.538641,0.38282728,0.38048363,0.00234365
random,in,7.5e-05,9.384444,0.21880345,0.21907973,0.00027628
random,in,5e-05,9.841756,0.35445468,0.35378205,0.00067262
random,in,7e-05,8.836028,0.24400111,0.24533726,0.00133615
random,in,4.3e-05,8.418891,0.34271578,0.32826525,0.01445053
random,in,1e-06,5.309645,0.21844262,0.22340831,0.00496568
random,in,1.5e-05,10.14042,0.18296267,0.18873671,0.00577404
random,in,0.000193,5.188318,0.19045548,0.2108814,0.02042592
random,in,6.6e-05,8.963037,0.26412975,0.24526485,0.0188649
random,in,2.2e-05,10.008964,0.19714877,0.18636963,0.01077914
random,in,5.4e-05,8.627985,0.21879502,0.22591825,0.00712323
random,in,6.5e-05,8.680247,0.16209748,0.15573074,0.00636675
random,in,1e-06,7.798426,0.26292981,0.24275566,0.02017415
random,in,3e-06,9.04802,0.29290559,0.278629,0.01427658
random,in,1.9e-05,5.336569,0.28344286,0.27067291,0.01276995
random,in,4e-05,9.607641,0.2056225,0.2103399,0.0047174
random,in,3.5e-05,5.179124,0.12434716,0.12649618,0.00214902
random,in,4.9e-05,8.189808,0.22441774,0.18630525,0.0381125
random,in,4e-06,9.960402,0.23746053,0.23890921,0.00144868
random,in,3.3e-05,9.892405,0.10397019,0.10482089,0.0008507
random,in,5.8e-05,8.169305,0.12946819,0.14113904,0.01167085
random,in,6.4e-05,8.44525,0.25848865,0.25360149,0.00488716
random,in,7.1e-05,7.433287,0.29348973,0.28476341,0.00872632
random,in,0.000101,9.421427,0.21386391,0.21260488,0.00125902
random,in,0.00021,9.226941,0.25664112,0.24173661,0.01490452
random,in,6.4e-05,9.907658,0.15914862,0.15150497,0.00764365
random,in,4.7e-05,10.085691,0.23479666,0.24168194,0.00688528
random,in,1.6e-05,9.5667,0.34613319,0.33940714,0.00672605
random,in,0.000116,7.961461,0.23102073,0.24439394,0.01337322
random,in,1e-05,9.415673,0.33048614,0.31294214,0.017544
random,in,0.000575,10.698247,0.09876674,0.1019607,0.00319396
random,in,0.000116,8.545189,0.17270767,0.19529756,0.0225899
random,in,0.000741,11.3655,0.16548202,0.17353761,0.00805559
random,in,5.9e-05,5.306358,0.44835319,0.44857842,0.00022523
random,in,0.000207,7.07859,0.28119424,0.30256623,0.02137199
random,in,5e-05,9.851537,0.22814979,0.23316424,0.00501446
random,in,2e-06,10.050224,0.21982301,0.21982938,6.38e-06
random,in,9.4e-05,9.481693,0.23759381,0.23242573,0.00516808
random,in,8e-06,9.7334,0.18824326,0.19363713,0.00539386
random,in,0.0002,5.413097,0.11257042,0.11202189,0.00054853
random,in,6.8e-05,9.170864,0.28118839,0.27688506,0.00430333
random,in,8.3e-05,8.829656,0.19654991,0.19379632,0.0027536
random,in,0.0001,7.690479,0.31523019,0.31552876,0.00029856
random,in,1e-05,9.040226,0.24842521,0.21491482,0.03351039
random,in,8.8e-05,11.316132,0.14303231,0.15054534,0.00751303
random,in,3.9e-05,7.705319,0.11740444,0.1275017,0.01009726
random,in,2.8e-05,9.416615,0.21090269,0.21378641,0.00288372
random,in,0.000338,5.352277,0.25875079,0.25994855,0.00119775
random,in,0.000341,8.528413,0.22350266,0.20173538,0.02176728
random,in,0.000368,7.672966,0.29463904,0.28984992,0.00478913
random,in,7e-05,8.330318,0.24647449,0.24775898,0.00128449
random,in,6.8e-05,8.801356,0.27148233,0.29506105,0.02357873
random,in,1.9e-05,9.57979,0.19639028,0.19162013,0.00477015
random,in,1.5e-05,9.068839,0.33363151,0.33491516,0.00128365
random,in,0.000355,10.451576,0.21523617,0.20778509,0.00745108
random,in,1.4e-05,9.991859,0.27515991,0.27027585,0.00488406
random,in,2.3e-05,9.175719,0.3192856,0.31706287,0.00222273
random,in,3.3e-05,9.953627,0.21517551,0.21058691,0.0045886
random,in,0.001075,5.443996,0.22898338,0.22310252,0.00588086
random,in,4.3e-05,8.068589,0.1955651,0.20353027,0.00796517
random,in,5e-05,9.703053,0.24871708,0.25103495,0.00231787
random,in,3.8e-05,9.460169,0.34893799,0.35383861,0.00490062
random,in,3.1e-05,9.636454,0.3484139,0.33266694,0.01574696
random,in,5.9e-05,8.288844,0.22746589,0.23520632,0.00774043
random,in,3e-05,9.99439,0.3392641,0.34004711,0.00078302
random,in,0.000278,8.148172,0.22192936,0.22366883,0.00173948
random,in,2e-05,9.957545,0.16055715,0.16554713,0.00498999
random,in,9.4e-05,9.301435,0.26230281,0.24504145,0.01726136
random,in,4.7e-05,9.966981,0.20624284,0.20285224,0.00339059
random,in,0.000212,11.658654,0.15517228,0.16536385,0.01019157
random,in,4.6e-05,11.439821,0.25124974,0.22344751,0.02780223
random,in,0.0001,10.159163,0.21342449,0.2231419,0.00971741
random,in,2.3e-05,9.17239,0.25191718,0.25037925,0.00153793
random,in,9e-06,9.200312,0.23028536,0.2271956,0.00308976
random,in,0.000412,8.004851,0.27444944,0.26813263,0.00631681
random,in,0.000104,8.082895,0.20977071,0.22260309,0.01283238
random,in,0.000326,4.885996,0.2555855,0.25849185,0.00290635
random,in,6e-05,9.907079,0.34342938,0.33221464,0.01121474
random,in,0.000155,10.321564,0.14455919,0.16456099,0.0200018
random,in,0.000116,8.404401,0.16566828,0.19092264,0.02525437
random,in,0.000138,5.034369,0.20911406,0.20071994,0.00839412
random,in,0.00036,6.826476,0.25109829,0.24523961,0.00585868
random,in,0.000248,7.812912,0.21964565,0.207145,0.01250065
random,in,2e-06,10.133364,0.22461865,0.22532869,0.00071004
random,in,1.2e-05,10.121533,0.29315769,0.28490535,0.00825234
random,in,6e-06,9.283793,0.36533366,0.36021702,0.00511664
random,in,6.2e-05,8.126594,0.20107643,0.19039803,0.0106784
random,in,5.3e-05,8.980281,0.25406289,0.25519694,0.00113405
random,in,1.8e-05,9.840451,0.1696002,0.16758357,0.00201663
random,in,8.7e-05,5.654487,0.37818506,0.38476617,0.00658111
random,in,0.000105,9.007209,0.19438582,0.24091354,0.04652773
random,in,0.000231,6.740988,0.22715067,0.23367213,0.00652145
random,in,0.000634,5.999836,0.0507428,0.08187257,0.03112977
random,in,2.1e-05,9.144498,0.20811919,0.21905991,0.01094072
random,in,0.000331,8.564239,0.29353446,0.30715945,0.013625
random,in,0.000187,4.753238,0.23628041,0.22808518,0.00819523
random,in,0.000252,11.569129,0.26235535,0.23961543,0.02273992
random,in,0.000118,5.859522,0.21280814,0.19909694,0.0137112
random,in,0.000183,10.888261,0.16437708,0.14164493,0.02273214
random,in,0.000195,5.52561,0.17476273,0.18653851,0.01177578
random,in,0.00016,7.277816,0.27712357,0.27092768,0.00619589
random,in,2.6e-05,10.177925,0.17686378,0.19962768,0.0227639
random,in,1.3e-05,9.657842,0.23893217,0.24130629,0.00237413
random,in,6e-06,10.011811,0.12700646,0.14070997,0.01370351
random,in,9.9e-05,8.010074,0.2713578,0.25951549,0.01184231
random,in,9e-06,9.933385,0.34660854,0.34721497,0.00060643
random,in,1.5e-05,9.365744,0.21042755,0.20537933,0.00504822
random,in,3.1e-05,7.402712,0.13004643,0.13244907,0.00240265
random,in,0.000204,11.477689,0.2716012,0.28062058,0.00901938
random,in,0.000115,9.634034,0.17082333,0.21299495,0.04217161
random,in,1.9e-05,6.042497,0.1637928,0.11348536,0.05030743
random,in,2.5e-05,9.547338,0.19929288,0.19931911,2.623e-05
random,in,0.000117,6.510207,0.2164448,0.21873202,0.00228723
random,in,2.2e-05,6.583224,0.2702692,0.27485556,0.00458636
random,in,4e-05,9.056441,0.26959389,0.26105035,0.00854354
random,in,0.000159,8.261554,0.33261797,0.33062255,0.00199543
random,in,6e-06,9.484331,0.22781966,0.23413464,0.00631498
random,in,4e-06,8.78367,0.07417042,0.06329285,0.01087757
random,in,8.7e-05,5.594139,0.28569279,0.28842686,0.00273407
random,in,0.000554,7.743526,0.18696533,0.1839371,0.00302823
random,in,1.5e-05,9.474138,0.1774281,0.17603963,0.00138847
random,in,7e-05,9.862525,0.16105295,0.16505833,0.00400538
random,in,0.000165,5.888727,0.18753337,0.20926736,0.02173399
random,in,6.2e-05,7.63722,0.2460964,0.2603619,0.0142655
random,in,0.000848,4.279229,0.2086252,0.24909245,0.04046725
random,in,0.000399,4.221877,0.30691182,0.3028986,0.00401322
random,in,9.3e-05,7.866412,0.24283126,0.25378518,0.01095392
random,in,3e-06,8.86111,0.30585797,0.29619351,0.00966446
random,in,0.000161,7.863576,0.20222485,0.17791415,0.0243107
random,in,0.000636,5.607461,0.2122489,0.17451169,0.0377372
random,in,2e-05,7.905467,0.15307284,0.15365535,0.00058251
random,in,6e-06,9.803288,0.34239826,0.32673184,0.01566642
random,in,8.3e-05,9.918713,0.28074134,0.28229313,0.00155179
random,in,7.1e-05,9.174652,0.20556147,0.20378469,0.00177678
random,in,2.1e-05,9.525019,0.23386409,0.23842208,0.00455798
random,in,2.9e-05,9.740905,0.32325768,0.33582098,0.0125633
random,in,2.6e-05,9.706829,0.34603476,0.34513691,0.00089785
random,in,5.2e-05,10.174742,0.25454132,0.25628588,0.00174455
random,in,5.4e-05,9.929865,0.29655485,0.29632844,0.00022641
random,in,3.7e-05,9.731078,0.20209249,0.18770338,0.01438911
random,in,0.001382,5.225726,0.23759721,0.23322794,0.00436927
random,in,5.2e-05,9.775994,0.18130403,0.17916741,0.00213661
random,in,4.2e-05,9.989255,0.25702321,0.27271585,0.01569264
random,in,1.5e-05,8.969718,0.22601032,0.22556172,0.0004486
random,in,0.000175,8.316748,0.28692974,0.28743157,0.00050182
random,in,8.7e-05,9.792815,0.22184123,0.22065066,0.00119057
random,in,0.00025,11.020538,0.26231001,0.2178692,0.0444408
random,in,0.000109,9.80006,0.17257951,0.16042914,0.01215037
random,in,2.7e-05,9.598785,0.1261401,0.13712172,0.01098161
random,in,0.000291,4.7287,0.19995042,0.21641447,0.01646405
random,in,1e-05,8.729283,0.21532418,0.22305561,0.00773143
random,in,0.00027,8.203965,0.27659343,0.26782457,0.00876886
random,in,0.000219,9.299654,0.18445394,0.17709067,0.00736326
random,in,5e-05,9.262939,0.23542709,0.2410062,0.0055791
random,in,7.6e-05,6.116613,0.27327572,0.26050466,0.01277105
random,in,2.4e-05,9.539933,0.33668924,0.3336621,0.00302714
random,in,5.6e-05,9.567656,0.20488598,0.1915271,0.01335888
random,in,2.9e-05,6.769456,0.3801645,0.37500092,0.00516358
random,in,8e-06,9.734288,0.3363109,0.33483874,0.00147216
random,in,8.1e-05,7.453733,0.24928398,0.23580105,0.01348294
random,in,5.5e-05,8.562844,0.35606636,0.35104642,0.00501994
random,in,0.000343,9.394377,0.39513193,0.39885488,0.00372296
random,in,3e-05,9.751202,0.17393612,0.14736017,0.02657596
random,in,4e-06,9.099655,0.1122726,0.10885559,0.00341701
random,in,3.4e-05,9.564837,0.19405901,0.19807123,0.00401222
random,in,6.3e-05,9.141639,0.21954897,0.20857043,0.01097854
random,in,0.000137,9.279951,0.21854921,0.21797681,0.0005724
random,in,5.5e-05,9.120974,0.18453279,0.1747676,0.00976519
random,in,0.000533,5.390537,0.23251342,0.22862415,0.00388928
random,in,0.000297,7.791596,0.2921512,0.28963703,0.00251417
random,in,7.7e-05,9.862244,0.29754757,0.3010379,0.00349033
random,in,0.001089,11.228109,0.22102714,0.22318519,0.00215805
random,in,2.2e-05,9.101417,0.27231639,0.28519873,0.01288234
random,in,7.8e-05,8.688376,0.24202422,0.23949945,0.00252476
random,in,0.000517,7.12859,0.27209568,0.28284558,0.0107499
random,in,0.000228,6.382413,0.26717027,0.28128252,0.01411225
random,in,0.001758,11.992356,0.25940089,0.23730153,0.02209936
random,in,0.000161,5.569615,-0.4318313,-0.23004898,0.20178231
random,in,1.7e-05,10.961463,0.12017464,0.073355,0.04681964
random,in,3e-06,9.221752,0.22171968,0.22537339,0.00365371
random,in,1.3e-05,9.191471,0.22656563,0.22553007,0.00103556
random,in,0.000184,8.851024,0.24766817,0.24918962,0.00152145
random,in,2.7e-05,9.99271,0.18033476,0.18162055,0.00128579
random,in,0.000376,6.77535,0.30553653,0.30337341,0.00216313
random,in,5.4e-05,9.838954,0.22218015,0.21959303,0.00258712
random,in,0.000195,6.262335,0.11040995,0.15076096,0.04035101
random,in,1.2e-05,9.241545,0.24884466,0.26413002,0.01528536
random,in,8e-06,10.086987,0.27144237,0.26764291,0.00379945
random,in,2.9e-05,7.224596,0.22886603,0.21183742,0.01702861
random,in,1.4e-05,11.710564,0.22033914,0.22211764,0.0017785
random,in,0.000214,5.929959,0.28865721,0.30040709,0.01174988
random,in,4.4e-05,8.733654,0.1596645,0.16928838,0.00962388
random,in,1.8e-05,8.881666,0.20622744,0.20634903,0.00012159
random,in,0.000545,4.348638,0.1774497,0.18089691,0.00344721
random,in,0.000237,9.087268,0.19582782,0.19679313,0.0009653
random,in,5.8e-05,9.130644,0.26019828,0.25967226,0.00052602
random,in,0.00033,11.072853,0.20744271,0.26165366,0.05421094
random,in,0.000364,10.453867,0.22385097,0.26305065,0.03919968
random,in,0.000169,5.340369,0.19026884,0.16683777,0.02343107
random,in,0.000169,6.998725,0.19870228,0.19995456,0.00125228
random,in,8.7e-05,9.569949,0.29861969,0.30015579,0.0015361
random,in,0.000724,10.770423,0.15732256,0.16270392,0.00538136
random,in,0.000149,9.394691,0.1907538,0.19104687,0.00029307
random,in,6.6e-05,10.032771,0.3383893,0.34655562,0.00816632
random,in,1.8e-05,9.765968,0.24920075,0.25081296,0.00161221
random,in,3.9e-05,10.063833,0.24387404,0.244191,0.00031696
random,in,6.6e-05,9.651321,0.33946454,0.339137,0.00032754
random,in,1.4e-05,9.790714,0.21566997,0.21603493,0.00036496
random,in,0.000869,7.404876,0.28744159,0.28984356,0.00240197
random,in,1.4e-05,4.835642,0.1510599,0.16903979,0.01797989
random,in,0.000126,7.823893,0.14884728,0.14796123,0.00088605
random,in,0.000128,8.923169,0.20422929,0.22298429,0.018755
random,in,3e-06,9.273515,0.22374641,0.2270218,0.00327539
random,in,5.2e-05,9.865625,0.37630002,0.38481402,0.008514
random,in,3.5e-05,9.053599,0.30962429,0.30699752,0.00262678
random,in,0.000271,4.827586,0.23516606,0.21541369,0.01975237
random,in,3.8e-05,7.954238,0.24086746,0.26005708,0.01918962
random,in,0.000563,11.16681,0.2346552,0.27495619,0.04030099
random,in,8.4e-05,8.773278,0.2096743,0.2102947,0.0006204
random,in,0.000264,9.52221,0.22480117,0.22918464,0.00438347
random,in,4.2e-05,9.932757,0.23699125,0.25544196,0.01845071
random,in,4e-05,9.081731,0.34455494,0.33402116,0.01053378
random,in,2.6e-05,9.804233,0.20031325,0.20385993,0.00354669
random,in,6.2e-05,7.682781,0.33607109,0.33657115,0.00050006
random,in,6e-06,9.154913,0.18666619,0.18301921,0.00364697
random,in,3.1e-05,9.53967,0.2295476,0.22715213,0.00239548
random,in,0.000151,8.661982,0.20262444,0.19761498,0.00500946
random,in,6e-06,8.698817,0.24131458,0.24231454,0.00099996
random,in,0.000595,4.41159,0.11110322,0.12615501,0.01505179
random,in,8e-05,8.06991,0.27426525,0.25791254,0.01635271
random,in,2e-06,9.772749,0.20031023,0.19039626,0.00991396
random,in,5e-06,10.028438,0.38396499,0.3517157,0.03224928
random,in,6.8e-05,9.79026,0.1401023,0.14294329,0.00284099
random,in,0.000404,7.035188,-0.32170181,-0.32598247,0.00428065
random,in,3.7e-05,8.601204,0.30719326,0.30916323,0.00196997
random,in,1.6e-05,9.398044,0.29132792,0.29845757,0.00712965
random,in,0.000591,6.399601,0.1717089,0.16095534,0.01075357
random,in,0.00016,9.255005,0.2228208,0.2054585,0.0173623
random,in,0.000176,7.407318,0.32424402,0.32254898,0.00169505
random,in,0.000311,6.228264,0.17035599,0.14921209,0.02114391
random,in,5.2e-05,9.033547,0.21749219,0.21417424,0.00331794
random,in,0.000388,5.640467,0.22663987,0.22925761,0.00261773
random,in,0.000509,7.779595,0.33518313,0.31928961,0.01589352
random,in,6.5e-05,8.340446,0.31535476,0.32988704,0.01453229
random,in,0.000101,9.770885,0.28671968,0.28763584,0.00091617
random,in,8.2e-05,9.648212,0.29983843,0.30244561,0.00260718
random,in,7e-05,8.856061,0.31242572,0.31870397,0.00627825
random,in,0.001057,6.657738,0.21590307,0.23036061,0.01445754
random,in,0.000647,10.685267,0.27466145,0.26465646,0.01000499
random,in,2.9e-05,8.069992,0.23577248,0.22067299,0.01509949
random,in,3e-06,9.600903,0.23191148,0.23147885,0.00043263
random,in,0.0002,10.858649,0.19591738,0.2153726,0.01945522
random,in,0.000684,4.785774,0.15402522,0.15290007,0.00112515
random,in,0.000616,6.199798,0.12084365,0.17255948,0.05171584
random,in,2.3e-05,9.502485,0.15849495,0.15480289,0.00369206
random,in,9.8e-05,9.081824,0.40883742,0.41094683,0.00210941
random,in,0.00014,7.840071,0.25833836,0.26230458,0.00396622
random,in,8.1e-05,8.968365,0.2154205,0.19143089,0.02398961
random,in,3.8e-05,10.148678,0.21825683,0.21244074,0.00581609
random,in,1.1e-05,9.278005,0.21237677,0.23614379,0.02376702
random,in,2.6e-05,9.504432,0.25071302,0.25283531,0.00212229
random,in,5.7e-05,9.403156,-0.32467014,-0.28758461,0.03708553
random,in,7.8e-05,9.620957,0.28992834,0.30633705,0.01640871
random,in,0.000139,6.313117,0.22758535,0.24356215,0.0159768
random,in,4.3e-05,10.010883,0.19796795,0.20187388,0.00390593
random,in,1.5e-05,9.818285,0.23028304,0.23030616,2.312e-05
random,in,3.6e-05,5.91081,0.35681089,0.34797405,0.00883683
random,in,8.2e-05,10.198335,0.27349222,0.27636533,0.00287311
random,in,8.4e-05,9.879148,0.36135148,0.35691434,0.00443714
random,in,0.000109,8.078426,0.1741065,0.19325255,0.01914605
random,in,1.7e-05,9.698642,0.3359307,0.33598322,5.252e-05
random,in,3e-05,10.006001,0.20905798,0.20908661,2.863e-05
random,in,0.000658,5.358201,0.16598065,0.17929951,0.01331886
random,in,0.000365,6.516474,0.22895003,0.23634631,0.00739628
random,in,0.000386,6.433032,0.18372302,0.1258007,0.05792231
random,in,9e-06,8.411885,0.29740348,0.27561034,0.02179315
random,in,1.3e-05,8.876765,0.12148648,0.15330431,0.03181784
random,in,6.8e-05,5.840972,0.09339398,0.15821226,0.06481828
random,in,1.2e-05,9.359259,0.24064812,0.23829342,0.0023547
random,in,2.1e-05,8.019546,0.31728695,0.32288002,0.00559308
random,in,2.7e-05,9.76532,0.26691282,0.27013935,0.00322653
random,in,1.7e-05,10.110166,0.24787687,0.24653537,0.0013415
random,in,2e-05,9.988973,0.32661659,0.3308429,0.00422631
random,in,6.2e-05,8.599519,0.24849513,0.25583907,0.00734394
random,in,5.9e-05,9.452154,0.22341485,0.22274972,0.00066512
random,in,3.6e-05,9.419693,0.33002572,0.32992872,9.7e-05
random,in,0.00054,6.096809,0.17623601,0.1724074,0.00382861
random,in,0.000192,9.549997,0.25537174,0.25236394,0.00300781
random,in,0.000295,8.509376,0.2126608,0.21795552,0.00529472
random,in,2.9e-05,9.386611,0.10541785,0.10537038,4.746e-05
random,in,4.9e-05,8.615331,0.22045756,0.22122008,0.00076252
random,in,4.5e-05,10.178957,0.23120036,0.2247461,0.00645425
random,in,4e-05,9.63258,0.17633531,0.17514596,0.00118934
random,in,0.00125,5.135893,0.29869984,0.28059452,0.01810531
random,in,3e-06,9.493415,0.35479613,0.34912564,0.0056705
random,in,2e-06,7.10757,0.25750709,0.23279927,0.02470783
random,in,0.000279,8.415075,0.23782454,0.22831123,0.00951331
random,in,5.1e-05,10.179944,0.18657941,0.19057375,0.00399434
random,in,2.9e-05,10.13735,0.25626704,0.25071589,0.00555115
random,in,0.000344,5.83238,0.35803843,0.34761896,0.01041947
random,in,9.3e-05,8.805864,0.29822725,0.29141825,0.006809
random,in,7.6e-05,7.547135,0.2347737,0.23994837,0.00517467
random,in,4.4e-05,7.462118,0.22534344,0.20753832,0.01780512
random,in,0.000136,8.511629,0.06828486,0.0751396,0.00685474
random,in,9.7e-05,5.62111,0.26629034,0.26799837,0.00170803
random,in,0.000102,9.713868,0.25343632,0.24236513,0.01107119
random,in,2.3e-05,8.333767,0.13398671,0.1709932,0.0370065
random,in,0.000117,9.443889,0.20138341,0.20453224,0.00314883
random,in,0.000264,10.401176,0.22962414,0.20889909,0.02072504
random,in,4.6e-05,7.564412,0.12915336,0.142479,0.01332564
random,in,3.9e-05,9.077372,0.21905142,0.21563756,0.00341386
random,in,0.000391,5.773321,0.15504436,0.14810243,0.00694192
random,in,0.001618,10.664401,0.29770804,0.31083894,0.0131309
random,in,0.000154,10.069425,0.35546834,0.35392668,0.00154167
random,in,0.000204,10.185493,0.24938509,0.24800132,0.00138377
random,in,0.000919,11.405321,0.19154976,0.19338977,0.00184001
random,in,4.9e-05,9.920535,0.37869138,0.38214414,0.00345276
random,in,3e-06,9.698449,0.35813578,0.3554464,0.00268938
random,in,4.4e-05,9.142853,0.32396292,0.32457542,0.0006125
random,in,0.00014,10.251614,0.23431478,0.23237403,0.00194075
random,in,0.000116,7.585274,0.2351167,0.22300837,0.01210833
random,in,7.9e-05,8.136945,0.19724784,0.19980359,0.00255574
random,in,2.1e-05,9.679563,0.17884263,0.20290878,0.02406615
random,in,5.5e-05,9.063135,0.14902212,0.15346165,0.00443953
random,in,1.1e-05,9.535393,0.42835618,0.4215885,0.00676768
random,in,0.00038,6.867023,0.22679688,0.23435035,0.00755347
random,in,0.000751,4.464824,0.24568362,0.24393731,0.00174631
random,in,0.000649,10.416014,0.20890541,0.20018475,0.00872066
random,in,0.000252,7.28452,0.32677228,0.29367033,0.03310195
random,in,0.000261,5.95103,0.13024992,0.17095052,0.0407006
random,in,0.000971,4.36929,0.26876349,0.26461014,0.00415335
random,in,0.00013,6.663259,0.26608721,0.26058501,0.00550221
random,in,1.3e-05,9.852468,0.21663264,0.2151297,0.00150294
random,in,0.000642,5.693271,0.24862732,0.24175156,0.00687577
random,in,0.000628,6.8832,0.2163458,0.21449333,0.00185247
random,in,3.4e-05,8.929849,0.2551382,0.25881805,0.00367986
random,in,0.000177,7.832716,0.23349864,0.24773445,0.01423581
random,in,7.5e-05,9.614878,0.2368709,0.23830409,0.0014332
random,in,0.000326,5.723348,0.24980073,0.23818402,0.01161672
random,in,0.000257,7.7829,0.35004559,0.35701746,0.00697187
random,in,8.4e-05,10.184415,0.26082284,0.25836655,0.00245629
random,in,0.000383,7.957013,0.04569867,0.04375379,0.00194489
random,in,4e-06,10.007082,0.2238247,0.22448987,0.00066517
random,in,3.1e-05,9.541241,0.27154157,0.27485987,0.0033183
random,in,4.1e-05,8.891977,0.29935416,0.30717892,0.00782476
random,in,6.9e-05,8.157625,0.23218539,0.24655414,0.01436876
random,in,0.0005,5.982216,0.13586938,0.15557189,0.01970251
random,in,2.7e-05,9.852445,0.27746674,0.27512615,0.00234059
random,in,0.000372,7.057028,0.25061491,0.24686429,0.00375062
random,in,0.000106,8.749355,0.2976565,0.2991954,0.0015389
random,in,3e-06,9.45435,0.18647288,0.17649685,0.00997603
random,in,0.00091,7.415447,0.30005041,0.29376581,0.0062846
random,in,1.8e-05,9.353778,0.21713797,0.21768775,0.00054977
random,in,2e-05,9.670036,0.26039079,0.24281686,0.01757392
random,in,5.7e-05,9.158822,0.21347328,0.21287433,0.00059895
random,in,0.000311,7.436097,0.29922543,0.30896506,0.00973963
random,in,1e-06,6.667219,0.19949654,0.20274629,0.00324975
random,in,9e-05,9.188203,0.21834417,0.2202717,0.00192753
random,in,0.000128,11.868118,0.22517694,0.24159307,0.01641612
random,in,2.8e-05,10.48338,0.13558308,0.11820466,0.01737842
random,in,2.9e-05,8.806498,0.1913102,0.19410287,0.00279268
