split,region,distance,axis,y_true,y_pred,abs_error
random,in,2.4e-05,9.995442,0.2905989,0.29646178,0.00586288
random,in,0.000184,7.957311,0.19180037,0.19121472,0.00058565
random,in,5e-06,10.172562,0.25267225,0.24028545,0.0123868
random,in,5.7e-05,8.962032,0.1607743,0.14781087,0.01296343
random,in,0.000227,7.347736,0.08848315,0.10824344,0.0197603
random,in,0.000463,4.56612,0.21707325,0.22153965,0.0044664
random,in,5e-06,8.933011,0.11974167,0.1394586,0.01971693
random,in,0.000278,10.202721,0.26830984,0.2781179,0.00980806
random,in,9.4e-05,9.233623,0.40259348,0.40043088,0.00216261
random,in,2.4e-05,9.414957,0.2016459,0.19945018,0.00219572
random,in,0.000181,8.383214,0.29110306,0.26722357,0.02387948
random,in,0.000262,6.845627,0.17452583,0.18242701,0.00790118
random,in,0.00016,11.295177,0.15607805,0.16935264,0.01327459
random,in,0.000145,7.29852,0.15291909,0.14889228,0.00402681
random,in,7e-06,10.007768,0.2411176,0.23341286,0.00770473
random,in,9.2e-05,9.585634,0.39437376,0.39336242,0.00101134
random,in,9e-06,9.695766,0.22874762,0.22594568,0.00280194
random,in,2.7e-05,9.795576,0.34790916,0.36143826,0.0135291
random,in,0.000199,10.949275,0.16306276,0.19436245,0.03129969
random,in,2e-06,8.921854,0.24421084,0.24743983,0.00322899
random,in,1.1e-05,10.108571,0.24977008,0.24361297,0.00615711
random,in,0.000375,5.699228,0.27094465,0.25054209,0.02040256
random,in,0.00035,6.826476,0.25109829,0.25767287,0.00657459
random,in,0.000623,8.643896,0.2077216,0.20588074,0.00184086
random,in,3e-06,9.171694,0.29008759,0.29181551,0.00172792
random,in,8e-06,8.588648,0.26306123,0.26104242,0.00201882
random,in,3.8e-05,4.925248,0.27894885,0.28458514,0.0056363
random,in,3.1e-05,10.056606,0.34979379,0.34657159,0.0032222
random,in,1.2e-05,7.683209,0.13143174,0.13677353,0.0053418
random,in,0.001286,10.675152,0.25272067,0.23139125,0.02132942
random,in,2.9e-05,9.291335,0.36620615,0.37807294,0.01186679
random,in,6.6e-05,9.965476,0.25405949,0.25463149,0.00057201
random,in,2.5e-05,9.08619,0.2599986,0.2679995,0.0080009
random,in,0.000272,6.117398,0.34699319,0.3426374,0.00435579
random,in,8.3e-05,9.503714,0.36708865,0.3705362,0.00344755
random,in,5.8e-05,9.103685,0.25714699,0.24561955,0.01152744
random,in,2.7e-05,9.4289,0.21655963,0.21425992,0.00229971
random,in,0.0,9.679335,0.09340096,0.09570221,0.00230125
random,in,0.000204,9.115774,0.26681592,0.26694934,0.00013342
random,in,3.4e-05,6.359781,0.11642701,0.11793117,0.00150416
random,in,1.5e-05,8.236162,0.31920055,0.3356022,0.01640165
random,in,2e-06,9.390251,0.2309385,0.22589412,0.00504438
random,in,0.001887,6.656028,0.13936363,0.10777072,0.03159291
random,in,5.9e-05,8.677829,0.1633516,0.15184424,0.01150736
random,in,0.000338,10.166919,0.27169464,0.26465596,0.00703868
random,in,4.1e-05,8.691705,0.31245762,0.31257811,0.00012049
random,in,0.000461,7.874956,0.27970606,0.28655212,0.00684606
random,in,8.8e-05,9.913877,0.34882775,0.33765293,0.01117481
random,in,0.000103,7.80589,0.23336264,0.23268305,0.00067959
random,in,8e-06,8.97239,0.18655375,0.23797032,0.05141657
random,in,0.000118,10.066733,0.24816411,0.25423685,0.00607274
random,in,9e-06,10.157931,0.28138317,0.27254036,0.00884281
random,in,0.000259,8.216193,0.14040747,0.14986267,0.0094552
random,in,1.7e-05,9.3722,0.37846389,0.37112652,0.00733737
random,in,2.8e-05,9.197061,0.19285911,0.18687643,0.00598267
random,in,4.2e-05,8.998134,0.24532947,0.24809002,0.00276055
random,in,0.000232,7.544547,0.21429095,0.20217856,0.01211239
random,in,4.9e-05,9.563885,0.33498914,0.31231405,0.02267509
random,in,9.4e-05,10.030925,0.27907937,0.28308618,0.00400681
random,in,0.000356,8.794882,0.19845604,0.20028061,0.00182458
random,in,7.9e-05,10.048033,0.25663524,0.26602274,0.00938749
random,in,1.9e-05,6.042497,0.1637928,0.13502434,0.02876846
random,in,1.4e-05,9.371162,0.23093799,0.25208181,0.02114382
random,in,1.7e-05,9.698642,0.3359307,0.33762659,0.0016959
random,in,0.000191,5.521542,0.12895957,0.12779844,0.00116113
random,in,5.5e-05,9.64808,0.19516304,0.19128892,0.00387412
random,in,3.3e-05,7.236237,0.37123739,0.36266349,0.0085739
random,in,0.000272,6.399601,0.1717089,0.16559083,0.00611808
random,in,9.4e-05,9.59968,0.22820783,0.22645734,0.00175049
random,in,5.4e-05,10.16399,0.27759471,0.27348502,0.00410968
random,in,0.00018,8.514351,0.15782814,0.14720272,0.01062542
random,in,1.5e-05,9.360059,0.24891661,0.24368496,0.00523164
random,in,0.000429,5.20748,0.41764344,0.42579582,0.00815238
random,in,8.2e-05,9.686322,0.21930295,0.21814564,0.00115731
random,in,1.4e-05,9.41796,0.34844453,0.34734576,0.00109877
random,in,0.000136,8.872044,0.19409487,0.1884051,0.00568978
random,in,0.000265,7.595606,0.24744364,0.26043968,0.01299603
random,in,6e-06,9.95759,0.22261888,0.21799431,0.00462456
random,in,0.000221,8.092082,0.20495348,0.19508034,0.00987314
random,in,0.000171,8.280995,0.20700369,0.20968037,0.00267667
random,in,8e-06,9.733414,0.18637022,0.17957693,0.00679329
random,in,4.6e-05,8.835631,0.24246785,0.23426894,0.00819891
random,in,3e-06,9.736359,0.25961661,0.26241801,0.00280141
random,in,0.000487,4.178486,0.29831275,0.28687965,0.0114331
random,in,0.000109,10.861944,0.10034045,0.15494164,0.05460119
random,in,0.000405,10.429403,0.2002155,0.18592212,0.01429338
random,in,0.000123,10.009261,0.39397352,0.38437671,0.0095968
random,in,7.2e-05,6.562801,0.33007127,0.34549473,0.01542346
random,in,0.000107,9.343331,0.25522946,0.27467839,0.01944893
random,in,4.2e-05,6.618969,0.26194521,0.26005466,0.00189055
random,in,0.000272,7.548665,0.25689607,0.23714594,0.01975014
random,in,4.6e-05,10.181514,0.20359232,0.1986997,0.00489263
random,in,2.9e-05,6.769504,0.21724306,0.20955027,0.00769279
random,in,1.9e-05,10.118253,0.25866055,0.25379454,0.00486601
random,in,7.1e-05,8.622919,0.29716382,0.28247822,0.0146856
random,in,1.5e-05,9.869358,0.33629198,0.3368232,0.00053123
random,in,0.000387,11.976101,0.22225848,0.19467446,0.02758402
random,in,5.2e-05,10.047724,0.26647558,0.2722607,0.00578511
random,in,0.000149,10.201519,0.23976953,0.24207324,0.0023037
random,in,8.3e-05,10.103228,0.22383382,0.21841229,0.00542153
random,in,0.000371,8.714385,0.24636809,0.24453896,0.00182912
random,in,7.3e-05,8.930023,0.24629471,0.27004723,0.02375252
random,in,0.000558,10.90812,0.14160602,0.17236068,0.03075466
random,in,2.3e-05,8.198063,0.20785468,0.21150805,0.00365336
random,in,0.000113,10.195326,0.24351229,0.22908329,0.014429
random,in,4e-05,9.43274,0.2695216,0.2990058,0.02948419
random,in,0.000331,9.266065,0.32089979,0.32322429,0.0023245
random,in,1.1e-05,9.624916,0.20237157,0.19937759,0.00299397
random,in,2.6e-05,7.055395,0.27339141,0.27253458,0.00085682
random,in,5.7e-05,10.122036,0.12418995,0.09563365,0.0285563
random,in,5.4e-05,7.735198,0.32288785,0.31250889,0.01037895
random,in,2e-06,10.068385,0.23993556,0.23286895,0.00706662
random,in,4.8e-05,6.960457,0.45580872,0.44322892,0.0125798
random,in,0.000201,8.793954,0.2218248,0.21218528,0.00963952
random,in,4.7e-05,9.33199,0.36371946,0.34775009,0.01596937
random,in,6.1e-05,9.622381,0.25594826,0.25073465,0.00521361
random,in,0.000164,6.180828,0.12647882,0.13533207,0.00885326
random,in,0.000981,11.881051,0.23273829,0.24452992,0.01179163
random,in,5.3e-05,9.652644,0.25137971,0.24253868,0.00884102
random,in,2.6e-05,9.202222,0.2467356,0.2400243,0.00671131
random,in,6.9e-05,8.932162,0.16779152,0.15776953,0.01002199
random,in,0.000407,6.681574,0.25636572,0.26610596,0.00974025
random,in,7.8e-05,6.901558,0.28292914,0.29620925,0.01328011
random,in,3.2e-05,9.419157,0.26081556,0.27315939,0.01234382
random,in,2.7e-05,9.108203,0.28058468,0.28150861,0.00092393
random,in,2e-05,10.283345,0.2758701,0.28999815,0.01412806
random,in,5e-06,9.178006,0.28683625,0.27003249,0.01680376
random,in,0.00011,7.270402,0.32572058,0.3513757,0.02565512
random,in,0.000125,8.869899,0.25946683,0.24771086,0.01175597
random,in,0.000401,5.148369,0.23692439,0.23725089,0.0003265
random,in,0.00039,5.448859,0.18317224,0.16694767,0.01622457
random,in,5.2e-05,9.255167,0.222907,0.22528213,0.00237512
random,in,0.000135,8.502831,0.21498476,0.22290984,0.00792508
random,in,0.000124,7.333191,0.22060625,0.21726298,0.00334328
random,in,3e-06,9.37017,0.26103684,0.25864888,0.00238796
random,in,0.000252,8.698031,0.25151418,0.24865783,0.00285635
random,in,1e-06,9.607743,0.40401693,0.38406055,0.01995638
random,in,1.3e-05,8.685826,0.2237618,0.21247944,0.01128236
random,in,0.001064,6.032543,0.36352181,0.37443343,0.01091162
random,in,6.2e-05,8.951075,0.22800013,0.2290867,0.00108657
random,in,8e-06,9.632594,0.25626316,0.25797566,0.0017125
random,in,9e-06,9.511984,0.36851244,0.36785994,0.00065249
random,in,0.000558,5.386273,0.26694419,0.26075211,0.00619208
random,in,0.000362,5.262542,0.14822548,0.13948821,0.00873727
random,in,6.8e-05,8.247985,0.1535967,0.14565977,0.00793693
random,in,2.9e-05,9.139717,0.23455716,0.22574282,0.00881434
random,in,2.6e-05,9.624562,0.24460482,0.23808124,0.00652358
random,in,1.7e-05,10.099453,0.20519473,0.20594488,0.00075015
random,in,0.000146,8.965178,0.27574983,0.27765223,0.0019024
random,in,4e-06,9.862741,0.17175454,0.16256903,0.00918551
random,in,3.4e-05,9.79608,0.21806086,0.21528408,0.00277678
random,in,4.8e-05,10.081756,0.24153186,0.23631087,0.005221
random,in,0.000189,8.928558,0.25844663,0.25687812,0.00156851
random,in,4e-06,9.797707,0.36404229,0.36782156,0.00377928
random,in,0.000161,9.252047,0.33511365,0.31653738,0.01857628
random,in,0.00019,7.114624,0.12684004,0.15387347,0.02703344
random,in,3e-06,9.560177,0.22733238,0.22162261,0.00570977
random,in,2.2e-05,9.819698,0.22952301,0.22530844,0.00421457
random,in,2.4e-05,9.878257,0.252752,0.25525625,0.00250425
random,in,0.000193,6.714899,0.11840843,0.11173494,0.00667349
random,in,0.000529,11.187183,0.22748423,0.23140959,0.00392536
random,in,6.2e-05,7.682781,0.33607109,0.33790509,0.001834
random,in,2.3e-05,9.893603,0.25771935,0.25738373,0.00033562
random,in,5.6e-05,9.911875,0.2414367,0.2147185,0.0267182
random,in,2.4e-05,9.998771,0.31944319,0.30443963,0.01500356
random,in,0.000774,6.999977,0.14948977,0.13057998,0.01890979
random,in,6.3e-05,9.975355,0.25424537,0.25858284,0.00433746
random,in,3e-06,9.748065,0.3159237,0.32661463,0.01069094
random,in,2.6e-05,9.8308,0.18022364,0.18474418,0.00452054
random,in,1.5e-05,9.077049,0.22128322,0.21011016,0.01117306
random,in,1.4e-05,8.626725,0.25065279,0.24974125,0.00091154
random,in,5.2e-05,10.193187,0.153027,0.15633172,0.00330472
random,in,4.4e-05,11.844057,0.20518625,0.22183272,0.01664648
random,in,1.7e-05,9.80489,0.2207703,0.22326129,0.00249099
random,in,6.3e-05,9.636934,0.29436242,0.30135167,0.00698925
random,in,0.000179,9.057714,0.22063868,0.21948797,0.00115071
random,in,0.000268,7.618067,0.20707678,0.20343449,0.00364229
random,in,0.000129,9.252127,0.3049418,0.30277786,0.00216394
random,in,5.2e-05,9.598231,0.23180795,0.22794889,0.00385906
random,in,0.000129,10.027228,0.21921495,0.21111913,0.00809583
random,in,2.8e-05,9.243752,-0.27862973,-0.29526357,0.01663383
random,in,8.5e-05,9.739404,0.34850725,0.35870551,0.01019826
random,in,0.000394,6.667859,-0.16245334,0.1001949,0.26264823
random,in,2.8e-05,9.939367,0.18297357,0.1818449,0.00112867
random,in,3.9e-05,8.959237,0.23831403,0.22102412,0.0172899
random,in,8.1e-05,9.452154,0.22341485,0.21636501,0.00704983
random,in,5e-05,8.858402,0.39512125,0.38896475,0.0061565
random,in,0.000504,6.443677,0.24446237,0.23959178,0.00487058
random,in,6.3e-05,7.840071,0.25833836,0.26143273,0.00309437
random,in,6.7e-05,5.338855,0.2220475,0.23330615,0.01125865
random,in,3.5e-05,9.666724,0.33450598,0.3525812,0.01807522
random,in,2.2e-05,9.347594,0.32882501,0.33441735,0.00559235
random,in,9.6e-05,8.372801,0.31892212,0.31119965,0.00772248
random,in,1.4e-05,9.237152,0.35542933,0.35420027,0.00122907
random,in,0.000131,8.928459,0.33357991,0.339194,0.00561409
random,in,0.001462,4.346274,0.26590048,0.23838688,0.0275136
random,in,2.6e-05,7.664257,0.20263225,0.20048473,0.00214751
random,in,0.000142,5.831032,0.28343686,0.2802236,0.00321326
random,in,1.8e-05,7.906107,0.25111103,0.23356053,0.0175505
random,in,3.8e-05,8.385239,0.29517614,0.26177161,0.03340452
random,in,4.8e-05,8.450521,0.26446245,0.26373397,0.00072848
random,in,6.5e-05,5.357784,0.11596342,0.13111291,0.01514949
random,in,3.7e-05,10.144442,0.26415019,0.23771569,0.0264345
random,in,6.8e-05,9.355115,0.36972899,0.36316058,0.00656841
random,in,0.000468,10.78962,0.25463256,0.25498163,0.00034907
random,in,2.4e-05,9.216274,0.22496004,0.21190496,0.01305508
random,in,0.000288,8.677459,0.24109982,0.2393777,0.00172212
random,in,5.1e-05,9.161844,0.19128876,0.19603217,0.00474342
random,in,1.3e-05,9.741027,0.29337968,0.28927324,0.00410644
random,in,0.00011,9.331071,0.33155587,0.33078264,0.00077323
random,in,9.6e-05,7.215857,0.15006473,0.13755069,0.01251404
random,in,7.3e-05,8.596079,0.29823346,0.2922416,0.00599187
random,in,3.4e-05,9.094558,0.35668314,0.34807809,0.00860506
random,in,0.00053,6.273164,0.11081549,0.13767841,0.02686292
random,in,1.8e-05,10.018312,0.31472274,0.32335326,0.00863052
random,in,0.000237,8.596345,0.20562898,0.2016827,0.00394628
random,in,0.000263,10.666593,0.27088051,0.26424334,0.00663717
random,in,6.2e-05,9.831259,0.3382791,0.34430537,0.00602628
random,in,7.7e-05,10.038452,0.11852205,0.10292273,0.01559932
random,in,0.00023,9.226909,0.25076675,0.24992939,0.00083736
random,in,5e-05,9.444556,0.11340384,0.10413636,0.00926748
random,in,6.1e-05,9.728167,0.23030694,0.20318474,0.0271222
random,in,7.2e-05,7.497699,0.24766751,0.2279608,0.01970671
random,in,0.000101,10.229078,0.23404121,0.23264669,0.00139452
random,in,0.000344,10.650968,0.11983116,0.10629097,0.01354019
random,in,3.3e-05,6.859028,0.20794384,0.14718435,0.06075949
random,in,6.1e-05,9.805568,0.32874032,0.32178864,0.00695168
random,in,2.1e-05,6.747027,0.24106161,0.26089326,0.01983166
random,in,3e-05,9.22733,0.21554768,0.21627057,0.00072289
random,in,3.7e-05,10.019187,0.2941972,0.29251918,0.00167802
random,in,2e-06,8.982309,0.224185,0.22003248,0.00415252
random,in,1e-06,6.83776,0.2069798,0.21622437,0.00924457
random,in,0.000636,11.120882,0.2544513,0.2674605,0.0130092
random,in,1.5e-05,9.159459,0.32429639,0.33288078,0.00858439
random,in,0.000128,7.327339,0.19234063,0.19237808,3.744e-05
random,in,5.8e-05,5.09884,0.17560343,0.20739226,0.03178882
random,in,0.0001,10.122544,0.24577413,0.23873766,0.00703647
random,in,0.000178,6.842887,0.25715305,0.26489095,0.0077379
random,in,9e-06,7.476018,0.33099729,0.28624678,0.0447505
random,in,2.8e-05,9.141315,0.21146192,0.21236133,0.00089941
random,in,9e-06,9.972486,0.18692372,0.18840784,0.00148413
random,in,4.1e-05,6.893014,0.196199,0.2089224,0.0127234
random,in,8.7e-05,8.568928,0.18902404,0.18817567,0.00084837
random,in,5.5e-05,9.381502,0.26989621,0.27592877,0.00603257
random,in,0.000292,5.033108,0.1423304,0.14000471,0.00232569
random,in,1.4e-05,10.035035,0.26272541,0.2374869,0.0252385
random,in,0.001137,6.178724,0.24558712,0.24643564,0.00084852
random,in,6.8e-05,9.392023,0.3236827,0.33352864,0.00984594
random,in,0.000128,9.858207,0.35060428,0.35705516,0.00645088
random,in,1.3e-05,9.003276,0.36469761,0.34468357,0.02001404
random,in,4.8e-05,7.882156,0.11175787,0.12090472,0.00914684
random,in,3.5e-05,9.689136,0.20819031,0.20300237,0.00518794
random,in,6.2e-05,10.184552,0.29181613,0.292294,0.00047787
random,in,0.000109,8.087816,0.22886831,0.22394114,0.00492718
random,in,0.000391,10.53309,0.21841415,0.1959664,0.02244775
random,in,0.000147,7.30551,0.32858715,0.3401715,0.01158435
random,in,0.000122,9.258734,0.3413425,0.3278281,0.0135144
random,in,0.000117,9.217953,0.10465107,0.11647052,0.01181945
random,in,9.8e-05,10.430856,0.23144524,0.21440691,0.01703833
random,in,1.5e-05,8.040197,0.20836167,0.21185154,0.00348987
random,in,1.2e-05,9.632694,0.36794159,0.37636192,0.00842033
random,in,2e-06,9.48352,0.21559789,0.21257207,0.00302582
random,in,5.5e-05,10.094295,0.30650718,0.3082681,0.00176092
random,in,3.8e-05,10.10702,0.3157961,0.31940508,0.00360897
random,in,0.00102,11.722859,0.27746315,0.26101843,0.01644472
random,in,0.000136,8.346581,0.20069956,0.18058386,0.0201157
random,in,8.1e-05,7.453733,0.24928398,0.2455871,0.00369689
random,in,0.00015,9.744233,0.34411174,0.34633573,0.00222399
random,in,6e-06,9.524084,0.18848233,0.18698784,0.00149449
random,in,1.7e-05,9.405745,0.30574115,0.29542315,0.010318
random,in,0.00022,10.413085,0.12352584,0.10322989,0.02029595
random,in,0.00055,8.42485,0.19922226,0.19171332,0.00750893
random,in,5e-06,9.855965,0.26830697,0.26525149,0.00305548
random,in,0.000276,10.838074,0.22661803,0.22032161,0.00629642
random,in,0.000288,10.526661,0.26969713,0.24419677,0.02550036
random,in,8e-06,9.738197,0.25350475,0.25713473,0.00362997
random,in,0.00038,5.982216,0.13586938,0.18222102,0.04635165
random,in,0.000457,4.597372,0.27641381,0.24612029,0.03029352
random,in,0.000846,11.940962,0.25291115,0.23227827,0.02063288
random,in,9e-06,10.596969,0.21271633,0.20719317,0.00552316
random,in,2.5e-05,9.855313,0.22073072,0.2175172,0.00321352
random,in,0.000465,6.713414,0.14789344,0.1303861,0.01750733
random,in,2e-06,9.948598,0.15244179,0.14019727,0.01224451
random,in,0.000259,6.166936,0.20636842,0.20939436,0.00302594
random,in,1.1e-05,9.750991,0.34066349,0.33032705,0.01033645
random,in,2.5e-05,10.218455,0.10657278,0.13001134,0.02343856
random,in,6.9e-05,9.540009,0.24539833,0.23966246,0.00573587
random,in,0.000154,10.16513,0.23308032,0.2301846,0.00289572
random,in,1.8e-05,10.236052,0.1865793,0.20091027,0.01433097
random,in,0.000846,4.568532,0.13040673,0.12496863,0.0054381
random,in,1.1e-05,8.433403,0.256052,0.24596734,0.01008466
random,in,0.000255,5.958574,0.23162953,0.23945562,0.00782609
random,in,7.9e-05,9.535547,0.21579011,0.22129372,0.00550361
random,in,0.000346,11.048922,0.14079482,0.12490411,0.01589071
random,in,7e-06,9.655712,0.25601372,0.25830105,0.00228733
random,in,5e-06,9.329723,-0.27798016,-0.27283782,0.00514234
random,in,3e-06,10.056971,0.26548834,0.26876496,0.00327663
random,in,0.000697,5.575678,0.13495545,0.12726524,0.00769021
random,in,0.000282,5.020311,0.23221755,0.23174736,0.00047018
random,in,1.1e-05,9.503145,0.3597992,0.35852558,0.00127362
random,in,4.5e-05,9.805054,0.27027691,0.27047833,0.00020142
random,in,0.000174,7.5906,0.31680221,0.29630429,0.02049792
random,in,1.1e-05,9.846292,0.33194813,0.33719415,0.00524602
random,in,7.4e-05,9.657084,0.30575272,0.3037828,0.00196992
random,in,5e-05,7.850338,0.2546069,0.24062436,0.01398254
random,in,3.6e-05,9.964978,0.28614371,0.28495064,0.00119307
random,in,2.3e-05,8.588094,0.23960084,0.22594531,0.01365554
random,in,1.3e-05,9.329095,0.25572594,0.21219156,0.04353438
random,in,2e-05,9.871866,0.1738896,0.17303624,0.00085336
random,in,0.000422,5.060102,0.19015921,0.17326955,0.01688966
random,in,0.000155,8.366576,0.29621093,0.29095434,0.00525659
random,in,5.8e-05,9.182516,0.28089511,0.2819338,0.00103868
random,in,0.001282,4.345664,0.24626319,0.2534397,0.0071765
random,in,2.5e-05,9.541075,0.3471472,0.35240489,0.0052577
random,in,2.6e-05,9.84932,0.17949962,0.17474956,0.00475006
random,in,0.000405,10.965034,0.20408305,0.20117203,0.00291102
random,in,2e-06,9.490017,0.31268254,0.31596398,0.00328144
random,in,9e-06,8.81179,0.2373525,0.23513705,0.00221545
random,in,0.000142,7.436777,0.27802246,0.27046749,0.00755497
random,in,0.000123,8.659707,0.2875122,0.28086092,0.00665127
random,in,3.1e-05,9.411628,0.3747341,0.3497749,0.0249592
random,in,0.000678,4.708785,0.2583675,0.26315056,0.00478306
random,in,9e-06,9.74264,0.16402465,0.17002333,0.00599868
random,in,2e-06,9.428293,0.32679143,0.33513994,0.00834851
random,in,2.5e-05,9.427985,0.27278227,0.27348169,0.00069942
random,in,0.000137,9.660481,0.24325464,0.26711955,0.02386491
random,in,0.000417,7.283753,0.27508842,0.28318746,0.00809904
random,in,2.7e-05,9.486329,0.36305444,0.36450476,0.00145032
random,in,4.3e-05,10.257932,0.18037166,0.1880296,0.00765794
random,in,2e-05,9.774847,0.19557043,0.18670817,0.00886226
random,in,0.000285,11.185866,0.14247039,0.13101465,0.01145573
random,in,8.9e-05,7.074609,0.17413519,0.15618945,0.01794575
random,in,0.000102,8.526651,0.29554162,0.30261224,0.00707062
random,in,4.4e-05,9.92372,0.23487108,0.24034198,0.0054709
random,in,5.1e-05,8.959081,0.21862247,0.21111939,0.00750309
random,in,7.8e-05,6.394228,0.42997528,0.42582117,0.00415411
random,in,2.8e-05,9.181767,0.37376177,0.37411331,0.00035155
random,in,8e-05,8.17562,0.2829971,0.29237828,0.00938118
random,in,8.1e-05,8.823586,0.28248525,0.28061704,0.00186821
random,in,7.4e-05,9.946078,0.22166019,0.22406812,0.00240794
random,in,5.4e-05,6.245256,0.12875474,0.13096482,0.00221008
random,in,3e-05,9.187426,0.21490413,0.22465873,0.0097546
random,in,0.000188,5.396013,0.1355851,0.13377437,0.00181073
random,in,4.1e-05,9.035033,0.26672893,0.26855901,0.00183008
random,in,3.3e-05,9.4442,0.22860696,0.22349471,0.00511225
random,in,1.1e-05,9.957787,0.22177941,0.21845383,0.00332558
random,in,5.2e-05,10.027104,0.25798154,0.25491181,0.00306973
random,in,0.000641,11.911693,0.12344588,0.16374034,0.04029446
random,in,8.2e-05,10.154796,0.15719195,0.14513258,0.01205937
random,in,6e-06,9.524041,0.2195772,0.21293181,0.0066454
random,in,2e-05,9.297148,0.26135194,0.26701544,0.0056635
random,in,4.4e-05,9.521323,0.32668661,0.33538249,0.00869588
random,in,8e-06,9.899158,0.2856372,0.27550308,0.01013412
random,in,5.3e-05,7.696351,0.20188429,0.17021555,0.03166874
random,in,1.4e-05,10.115505,0.30797927,0.31296558,0.00498631
random,in,3e-06,10.071728,0.10488662,0.09977518,0.00511144
random,in,4.8e-05,9.464477,0.33828343,0.33923903,0.0009556
random,in,0.000264,7.237235,0.22456563,0.22017679,0.00438884
random,in,1.6e-05,9.400557,0.26198768,0.25936191,0.00262577
random,in,2.2e-05,8.23615,0.30169745,0.30299617,0.00129872
random,in,8.7e-05,7.659956,0.23455,0.21587644,0.01867356
random,in,1.2e-05,9.824408,0.22293463,0.22001715,0.00291749
random,in,7.3e-05,9.972785,0.32337554,0.32065352,0.00272201
random,in,0.000177,9.226459,0.18936532,0.18554568,0.00381964
random,in,6e-06,9.410803,0.23544046,0.22581469,0.00962577
